case,requests,tokens,cache_hit_rate,kv_read_gib,kv_write_gib,kv_read_share,kv_write_share,kv_rw_ratio,kv_read_bw_gib_s,kv_write_bw_gib_s,dev_read_mib,dev_write_mib,dev_read_share,dev_write_share,dev_avg_rMB_s,dev_avg_wMB_s,dev_avg_rs,dev_avg_ws,aqu_mean,aqu_p50,aqu_p95,aqu_max,util_mean,util_p95
burstgpt_0629_5min,3926,958685,0.9789046763569057,433.9233856201172,37.10450744628906,0.9212265175959378,0.07877348240406223,11.694627296919291,1.446410926755103,0.12368166082010414,166.56,38091.55,0.004353586729715608,0.9956464132702845,0.5497029702970297,125.71468646864687,5.295148514851485,1095.16798679868,30.097326732673267,29.24,61.99699999999997,94.86,32.236996699669966,51.53799999999998
sharegpt_0629_5min,600,111641,0.7219552609776305,349.67584228515625,55.13078308105469,0.863809583078883,0.136190416921117,6.342660538143525,1.1655858676848165,0.18376923385308266,694.46,55418.76,0.012376049708072358,0.9876239502919276,2.218722044728435,177.05674121405752,20.240223642172523,1440.7307348242812,78.23396166134185,60.79,198.7999999999999,292.88,22.42958466453674,55.83999999999999
