block_events,trace_duration_s,read_events,write_events,other_events,read_write_ratio,block_read_bytes_gib,block_write_bytes_gib,block_total_bytes_gib,iops,read_iops,write_iops,bandwidth_gib_s,read_bw_gib_s,write_bw_gib_s,lba_min_gib,lba_max_gib,lba_span_gib,dominant_request_size_bytes,dominant_size_share_pct,adjacent_read_jump_ge_100mib_pct,adjacent_read_exact_contiguous_pct,adjacent_write_exact_contiguous_pct,adjacent_read_abs_delta_mib_p50,adjacent_read_abs_delta_mib_p95,adjacent_write_abs_delta_mib_p50,adjacent_write_abs_delta_mib_p95,adjacent_read_pairs,adjacent_write_pairs,dev_t_values,top_comm,top_io_sizes_bytes
4090543,132.782834221,3613662,476881,0,7.57770177465657,440.32545471191406,57.32915115356445,497.6546058654785,30806.263655976913,27214.828040087796,3591.4356158891196,3.747883593425911,3.3161323697839498,0.4317512236419614,564.2851638793945,953.6619644165039,389.3768005371094,131072,99.59829294057047,79.1622805124135,0.0,0.009018059187829396,5033.0,88607.0,0.125,0.125,3613644,476821,"{""271581194"": 4090543}","{""dockerd"": 985, ""kworker/2:1H"": 546, ""kworker/9:1H"": 529, ""kworker/u96:12"": 4319, ""kworker/u96:18"": 3803, ""kworker/u96:19"": 4237, ""kworker/u96:4"": 6429, ""kworker/u96:7"": 3824, ""python3"": 4056990, ""sqlx-sqlite-wor"": 3975}","{""4096"": 8057, ""8192"": 920, ""12288"": 1059, ""16384"": 1071, ""20480"": 135, ""32768"": 2211, ""65536"": 1479, ""81920"": 140, ""126976"": 118, ""131072"": 4074111}"
