config,avg_ttft_s,p90_ttft_s,p99_ttft_s,input_token_throughput_tok_s,cache_hit_rate_pct,total_requests,avg_prompt_len,offload_file_count,offload_du_gb,offload_read_events,max_offload_key_count,max_write_mb_s,max_read_mb_s,invalid_key_errors,insufficient_space_errors
+Mooncake+SSD,4.703895109812493,11.432550600002287,14.226114078002865,3712.021159163776,48.87362140661725,64,13827.5,5413,38.0,48,256,551.7,243.88,72,40
