case,requests,tokens,cache_hit_rate,kv_read_gib,kv_write_gib,kv_read_share,kv_write_share,kv_rw_ratio,kv_read_bw_gib_s,kv_write_bw_gib_s,dev_read_mib,dev_write_mib,dev_read_share,dev_write_share,dev_avg_rMB_s,dev_avg_wMB_s,dev_avg_rs,dev_avg_ws,aqu_mean,aqu_p50,aqu_p95,aqu_max,util_mean,util_p95
burstgpt_0629_5min,2204,531021,0.9780311185047461,239.15713500976562,20.351882934570312,0.921575430804737,0.07842456919526297,11.751106066138295,1.3286493439266076,0.11306589664399436,7.55,20916.31,0.0003608320835639313,0.9996391679164361,0.04125683060109289,114.29677595628416,2.2011475409836065,994.6641530054645,25.63306010928962,26.09,54.866,78.82,28.399453551912572,49.092999999999996
sharegpt_0629_5min,355,65341,0.6306769494430163,241.89471435546875,32.0673828125,0.8829495643959858,0.11705043560401418,7.543325745348235,1.343858132233806,0.17815194220699362,894.47,31859.95,0.027308375480316855,0.9726916245196832,4.707736842105263,167.68394736842106,39.64326315789474,1362.991157894737,77.44057894736842,53.519999999999996,211.48800000000003,332.47,23.106526315789473,57.828
